class,mult,type,subtype,density,ub_l2,alpha,ascending
R,15,4,1,0.5,8786,-1,0
R,15,4,1,0.5,10852,-1,1
R,15,4,1,0.5,8845,-0.5,0
R,15,4,1,0.5,11035,-0.5,1
R,15,4,1,0.5,8756,0.5,0
R,15,4,1,0.5,10680,0.5,1
R,15,4,1,0.5,8819,1,0
R,15,4,1,0.5,10696,1,1
R,15,4,1,0.5,8718,2,0
R,15,4,1,0.5,10579,2,1
R,15,4,1,0.5,8807,3,0
R,15,4,1,0.5,10575,3,1
R,15,5,1,0.3,1413,-3,0
R,15,5,1,0.3,1551,-3,1
R,15,5,1,0.3,1296,-2,0
R,15,5,1,0.3,1592,-2,1
R,15,5,1,0.3,1255,-1,0
R,15,5,1,0.3,1587,-1,1
R,15,5,1,0.3,1184,-0.5,0
R,15,5,1,0.3,1618,-0.5,1
R,15,5,1,0.3,1249,0.5,0
R,15,5,1,0.3,1513,0.5,1
R,15,5,1,0.3,1339,1,0
R,15,5,1,0.3,1486,1,1
R,15,5,1,0.3,1247,2,0
R,15,5,1,0.3,1341,2,1
R,15,5,1,0.3,1312,3,0
R,15,5,1,0.3,1521,3,1
R,15,5,1,0.2,1461,-3,0
R,15,5,1,0.2,1721,-3,1
R,15,5,1,0.2,1396,-2,0
R,15,5,1,0.2,1830,-2,1
R,15,5,1,0.2,1339,-1,0
R,15,5,1,0.2,1730,-1,1
R,15,5,1,0.2,1319,-0.5,0
R,15,5,1,0.2,1413,-0.5,1
R,15,5,1,0.2,1406,0.5,0
R,15,5,1,0.2,1511,0.5,1
R,15,5,1,0.2,1322,1,0
R,15,5,1,0.2,1471,1,1
R,15,5,1,0.2,1472,2,0
R,15,5,1,0.2,1424,2,1
R,15,5,1,0.2,1602,3,0
R,15,5,1,0.2,1382,3,1
R,15,5,1,0.5,1018,-3,0
R,15,5,1,0.5,1272,-3,1
R,15,5,1,0.5,1029,-2,0
R,15,5,1,0.5,1151,-2,1
R,15,5,1,0.5,945,-1,0
R,15,5,1,0.5,1205,-1,1
R,15,5,1,0.5,960,-0.5,0
R,15,5,1,0.5,1235,-0.5,1
R,15,5,1,0.5,997,0.5,0
R,15,5,1,0.5,1094,0.5,1
R,15,5,1,0.5,1043,1,0
R,15,5,1,0.5,1130,1,1
R,15,5,1,0.5,1102,2,0
R,15,5,1,0.5,1158,2,1
R,15,5,1,0.5,1195,3,0
R,15,5,1,0.5,1146,3,1
R,15,5,1,0.4,1179,-3,0
R,15,5,1,0.4,1279,-3,1
R,15,5,1,0.4,1125,-2,0
R,15,5,1,0.4,1496,-2,1
R,15,5,1,0.4,1129,-1,0
R,15,5,1,0.4,1397,-1,1
R,15,5,1,0.4,1072,-0.5,0
R,15,5,1,0.4,1372,-0.5,1
R,15,5,1,0.4,1070,0.5,0
R,15,5,1,0.4,1329,0.5,1
R,15,5,1,0.4,1085,1,0
R,15,5,1,0.4,1351,1,1
R,15,5,1,0.4,1349,2,0
R,15,5,1,0.4,1266,2,1
R,15,5,1,0.4,1320,3,0
R,15,5,1,0.4,1331,3,1
R,15,5,1,0.6,802,-3,0
R,15,5,1,0.6,1093,-3,1
R,15,5,1,0.6,795,-2,0
R,15,5,1,0.6,1009,-2,1
R,15,5,1,0.6,734,-1,0
R,15,5,1,0.6,1022,-1,1
R,15,5,1,0.6,784,-0.5,0
R,15,5,1,0.6,1039,-0.5,1
R,15,5,1,0.6,779,0.5,0
R,15,5,1,0.6,979,0.5,1
R,15,5,1,0.6,948,1,0
R,15,5,1,0.6,850,1,1
R,15,5,1,0.6,888,2,0
R,15,5,1,0.6,869,2,1
R,15,5,1,0.6,915,3,0
R,15,5,1,0.6,897,3,1
R,15,5,1,0.7,873,-3,0
R,15,5,1,0.7,1013,-3,1
R,15,5,1,0.7,841,-2,0
R,15,5,1,0.7,1006,-2,1
R,15,5,1,0.7,778,-1,0
R,15,5,1,0.7,907,-1,1
R,15,5,1,0.7,719,-0.5,0
R,15,5,1,0.7,916,-0.5,1
R,15,5,1,0.7,659,0.5,0
R,15,5,1,0.7,901,0.5,1
R,15,5,1,0.7,719,1,0
R,15,5,1,0.7,905,1,1
R,15,5,1,0.7,752,2,0
R,15,5,1,0.7,806,2,1
R,15,5,1,0.7,815,3,0
R,15,5,1,0.7,906,3,1
R,15,5,1,0.8,532,-3,0
R,15,5,1,0.8,875,-3,1
R,15,5,1,0.8,550,-2,0
R,15,5,1,0.8,700,-2,1
R,15,5,1,0.8,549,-1,0
R,15,5,1,0.8,665,-1,1
R,15,5,1,0.8,507,-0.5,0
R,15,5,1,0.8,644,-0.5,1
R,15,5,1,0.8,560,0.5,0
R,15,5,1,0.8,705,0.5,1
R,15,5,1,0.8,565,1,0
R,15,5,1,0.8,608,1,1
R,15,5,1,0.8,595,2,0
R,15,5,1,0.8,621,2,1
R,15,5,1,0.8,595,3,0
R,15,5,1,0.8,699,3,1
R,15,5,1,0.9,353,-3,0
R,15,5,1,0.9,420,-3,1
R,15,5,1,0.9,313,-2,0
R,15,5,1,0.9,426,-2,1
R,15,5,1,0.9,397,-1,0
R,15,5,1,0.9,461,-1,1
R,15,5,1,0.9,373,-0.5,0
R,15,5,1,0.9,461,-0.5,1
R,15,5,1,0.9,360,0.5,0
R,15,5,1,0.9,458,0.5,1
R,15,5,1,0.9,346,1,0
R,15,5,1,0.9,458,1,1
R,15,5,1,0.9,358,2,0
R,15,5,1,0.9,347,2,1
R,15,5,1,0.9,386,3,0
R,15,5,1,0.9,445,3,1
R,15,4,1,0.8,3909,-3,0
R,15,4,1,0.8,5028,-3,1
R,15,4,1,0.8,3883,-2,0
R,15,4,1,0.8,4950,-2,1
R,15,4,1,0.8,3941,-1,0
R,15,4,1,0.8,4863,-1,1
R,15,4,1,0.8,3812,-0.5,0
R,15,4,1,0.8,4919,-0.5,1
R,15,4,1,0.8,3879,0.5,0
R,15,4,1,0.8,4996,0.5,1
R,15,4,1,0.8,3915,1,0
R,15,4,1,0.8,4956,1,1
R,15,4,1,0.8,3921,2,0
R,15,4,1,0.8,5065,2,1
R,15,4,1,0.8,3891,3,0
R,15,4,1,0.8,4968,3,1
R,15,8,1,0.2,4489,-3,0
R,15,8,1,0.2,4741,-3,1
R,15,8,1,0.2,4437,-2,0
R,15,8,1,0.2,4719,-2,1
R,15,8,1,0.2,4304,-1,0
R,15,8,1,0.2,4708,-1,1
R,15,8,1,0.2,4221,-0.5,0
R,15,8,1,0.2,4746,-0.5,1
R,15,8,1,0.2,4278,0.5,0
R,15,8,1,0.2,4617,0.5,1
R,15,8,1,0.2,4333,1,0
R,15,8,1,0.2,4606,1,1
R,15,8,1,0.2,4397,2,0
R,15,8,1,0.2,4736,2,1
R,15,8,1,0.2,4557,3,0
R,15,8,1,0.2,4651,3,1
R,15,8,1,0.1,4711,-3,0
R,15,8,1,0.1,4916,-3,1
R,15,8,1,0.1,4641,-2,0
R,15,8,1,0.1,4885,-2,1
R,15,8,1,0.1,4566,-1,0
R,15,8,1,0.1,4894,-1,1
R,15,8,1,0.1,4570,-0.5,0
R,15,8,1,0.1,4837,-0.5,1
R,15,8,1,0.1,4562,0.5,0
R,15,8,1,0.1,4863,0.5,1
R,15,8,1,0.1,4618,1,0
R,15,8,1,0.1,4864,1,1
R,15,8,1,0.1,4703,2,0
R,15,8,1,0.1,4885,2,1
R,15,8,1,0.1,4743,3,0
R,15,8,1,0.1,4897,3,1
R,15,8,1,0.3,4590,-3,0
R,15,8,1,0.3,4923,-3,1
R,15,8,1,0.3,4414,-2,0
R,15,8,1,0.3,4916,-2,1
R,15,8,1,0.3,4185,-1,0
R,15,8,1,0.3,4811,-1,1
R,15,8,1,0.3,4121,-0.5,0
R,15,8,1,0.3,4815,-0.5,1
R,15,8,1,0.3,4123,0.5,0
R,15,8,1,0.3,4819,0.5,1
R,15,8,1,0.3,4180,1,0
R,15,8,1,0.3,4835,1,1
R,15,8,1,0.3,4385,2,0
R,15,8,1,0.3,4877,2,1
R,15,8,1,0.3,4449,3,0
R,15,8,1,0.3,4918,3,1
R,15,8,1,0.4,4414,-3,0
R,15,8,1,0.4,4824,-3,1
R,15,8,1,0.4,4165,-2,0
R,15,8,1,0.4,4841,-2,1
R,15,8,1,0.4,3931,-1,0
R,15,8,1,0.4,4771,-1,1
R,15,8,1,0.4,3874,-0.5,0
R,15,8,1,0.4,4778,-0.5,1
R,15,8,1,0.4,3872,0.5,0
R,15,8,1,0.4,4783,0.5,1
R,15,8,1,0.4,4040,1,0
R,15,8,1,0.4,4665,1,1
R,15,8,1,0.4,4155,2,0
R,15,8,1,0.4,4780,2,1
R,15,8,1,0.4,4351,3,0
R,15,8,1,0.4,4800,3,1
R,15,8,1,0.5,4126,-3,0
R,15,8,1,0.5,4903,-3,1
R,15,8,1,0.5,3970,-2,0
R,15,8,1,0.5,4721,-2,1
R,15,8,1,0.5,3717,-1,0
R,15,8,1,0.5,4750,-1,1
R,15,8,1,0.5,3614,-0.5,0
R,15,8,1,0.5,4656,-0.5,1
R,15,8,1,0.5,3598,0.5,0
R,15,8,1,0.5,4589,0.5,1
R,15,8,1,0.5,3773,1,0
R,15,8,1,0.5,4674,1,1
R,15,8,1,0.5,3869,2,0
R,15,8,1,0.5,4720,2,1
R,15,8,1,0.5,4182,3,0
R,15,8,1,0.5,4779,3,1
R,15,8,1,0.6,3799,-3,0
R,15,8,1,0.6,4595,-3,1
R,15,8,1,0.6,3618,-2,0
R,15,8,1,0.6,4475,-2,1
R,15,8,1,0.6,3430,-1,0
R,15,8,1,0.6,4438,-1,1
R,15,8,1,0.6,3338,-0.5,0
R,15,8,1,0.6,4397,-0.5,1
R,15,8,1,0.6,3393,0.5,0
R,15,8,1,0.6,4442,0.5,1
R,15,8,1,0.6,3442,1,0
R,15,8,1,0.6,4420,1,1
R,15,8,1,0.6,3652,2,0
R,15,8,1,0.6,4360,2,1
R,15,8,1,0.6,3913,3,0
R,15,8,1,0.6,4480,3,1
R,15,8,1,0.7,3189,-3,0
R,15,8,1,0.7,4117,-3,1
R,15,8,1,0.7,2964,-2,0
R,15,8,1,0.7,3942,-2,1
R,15,8,1,0.7,2933,-1,0
R,15,8,1,0.7,3886,-1,1
R,15,8,1,0.7,2906,-0.5,0
R,15,8,1,0.7,3999,-0.5,1
R,15,8,1,0.7,2849,0.5,0
R,15,8,1,0.7,3859,0.5,1
R,15,8,1,0.7,2932,1,0
R,15,8,1,0.7,3913,1,1
R,15,8,1,0.7,3064,2,0
R,15,8,1,0.7,3871,2,1
R,15,8,1,0.7,3283,3,0
R,15,8,1,0.7,3752,3,1
R,1,1,1,0.1,402,-3,0
R,1,1,1,0.1,402,-3,1
R,1,1,1,0.1,402,-2,0
R,1,1,1,0.1,402,-2,1
R,1,1,1,0.1,402,-1,0
R,1,1,1,0.1,405,-1,1
R,1,1,1,0.1,402,-0.5,0
R,1,1,1,0.1,405,-0.5,1
R,1,1,1,0.1,402,0.5,0
R,1,1,1,0.1,405,0.5,1
R,1,1,1,0.1,402,1,0
R,1,1,1,0.1,405,1,1
R,1,1,1,0.1,402,2,0
R,1,1,1,0.1,405,2,1
R,1,1,1,0.1,402,3,0
R,1,1,1,0.1,405,3,1
R,1,1,1,0.2,456,-3,0
R,1,1,1,0.2,458,-3,1
R,1,1,1,0.2,456,-2,0
R,1,1,1,0.2,458,-2,1
R,1,1,1,0.2,456,-1,0
R,1,1,1,0.2,458,-1,1
R,1,1,1,0.2,456,-0.5,0
R,1,1,1,0.2,458,-0.5,1
R,1,1,1,0.2,456,0.5,0
R,1,1,1,0.2,457,0.5,1
R,1,1,1,0.2,456,1,0
R,1,1,1,0.2,458,1,1
R,1,1,1,0.2,456,2,0
R,1,1,1,0.2,458,2,1
R,1,1,1,0.2,456,3,0
R,1,1,1,0.2,457,3,1
R,1,1,1,0.3,373,-3,0
R,1,1,1,0.3,408,-3,1
R,1,1,1,0.3,373,-2,0
R,1,1,1,0.3,408,-2,1
R,1,1,1,0.3,373,-1,0
R,1,1,1,0.3,393,-1,1
R,1,1,1,0.3,373,-0.5,0
R,1,1,1,0.3,393,-0.5,1
R,1,1,1,0.3,373,0.5,0
R,1,1,1,0.3,408,0.5,1
R,1,1,1,0.3,373,1,0
R,1,1,1,0.3,408,1,1
R,1,1,1,0.3,373,2,0
R,1,1,1,0.3,408,2,1
R,1,1,1,0.3,373,3,0
R,1,1,1,0.3,408,3,1
R,1,1,1,0.4,439,-3,0
R,1,1,1,0.4,439,-3,1
R,1,1,1,0.4,430,-2,0
R,1,1,1,0.4,439,-2,1
R,1,1,1,0.4,436,-1,0
R,1,1,1,0.4,439,-1,1
R,1,1,1,0.4,436,-0.5,0
R,1,1,1,0.4,439,-0.5,1
R,1,1,1,0.4,436,0.5,0
R,1,1,1,0.4,439,0.5,1
R,1,1,1,0.4,436,1,0
R,1,1,1,0.4,439,1,1
R,1,1,1,0.4,436,2,0
R,1,1,1,0.4,439,2,1
R,1,1,1,0.4,436,3,0
R,1,1,1,0.4,439,3,1
R,1,1,1,0.5,447,-3,0
R,1,1,1,0.5,463,-3,1
R,1,1,1,0.5,447,-2,0
R,1,1,1,0.5,463,-2,1
R,1,1,1,0.5,447,-1,0
R,1,1,1,0.5,460,-1,1
R,1,1,1,0.5,447,-0.5,0
R,1,1,1,0.5,463,-0.5,1
R,1,1,1,0.5,447,0.5,0
R,1,1,1,0.5,463,0.5,1
R,1,1,1,0.5,447,1,0
R,1,1,1,0.5,463,1,1
R,1,1,1,0.5,447,2,0
R,1,1,1,0.5,463,2,1
R,1,1,1,0.5,447,3,0
R,1,1,1,0.5,463,3,1
R,1,1,1,0.6,392,-3,0
R,1,1,1,0.6,460,-3,1
R,1,1,1,0.6,392,-2,0
R,1,1,1,0.6,454,-2,1
R,1,1,1,0.6,392,-1,0
R,1,1,1,0.6,460,-1,1
R,1,1,1,0.6,392,-0.5,0
R,1,1,1,0.6,460,-0.5,1
R,1,1,1,0.6,392,0.5,0
R,1,1,1,0.6,460,0.5,1
R,1,1,1,0.6,392,1,0
R,1,1,1,0.6,454,1,1
R,1,1,1,0.6,395,2,0
R,1,1,1,0.6,460,2,1
R,1,1,1,0.6,395,3,0
R,1,1,1,0.6,454,3,1
R,1,1,1,0.7,418,-3,0
R,1,1,1,0.7,453,-3,1
R,1,1,1,0.7,401,-2,0
R,1,1,1,0.7,459,-2,1
R,1,1,1,0.7,401,-1,0
R,1,1,1,0.7,453,-1,1
R,1,1,1,0.7,396,-0.5,0
R,1,1,1,0.7,428,-0.5,1
R,1,1,1,0.7,396,0.5,0
R,1,1,1,0.7,453,0.5,1
R,1,1,1,0.7,396,1,0
R,1,1,1,0.7,459,1,1
R,1,1,1,0.7,396,2,0
R,1,1,1,0.7,443,2,1
R,1,1,1,0.7,396,3,0
R,1,1,1,0.7,453,3,1
R,1,1,1,0.8,346,-3,0
R,1,1,1,0.8,444,-3,1
R,1,1,1,0.8,346,-2,0
R,1,1,1,0.8,444,-2,1
R,1,1,1,0.8,346,-1,0
R,1,1,1,0.8,424,-1,1
R,1,1,1,0.8,346,-0.5,0
R,1,1,1,0.8,422,-0.5,1
R,1,1,1,0.8,346,0.5,0
R,1,1,1,0.8,444,0.5,1
R,1,1,1,0.8,346,1,0
R,1,1,1,0.8,423,1,1
R,1,1,1,0.8,346,2,0
R,1,1,1,0.8,433,2,1
R,1,1,1,0.8,346,3,0
R,1,1,1,0.8,444,3,1
R,1,1,1,0.9,347,-3,0
R,1,1,1,0.9,450,-3,1
R,1,1,1,0.9,347,-2,0
R,1,1,1,0.9,450,-2,1
R,1,1,1,0.9,341,-1,0
R,1,1,1,0.9,450,-1,1
R,1,1,1,0.9,341,-0.5,0
R,1,1,1,0.9,450,-0.5,1
R,1,1,1,0.9,338,0.5,0
R,1,1,1,0.9,457,0.5,1
R,1,1,1,0.9,338,1,0
R,1,1,1,0.9,457,1,1
R,1,1,1,0.9,338,2,0
R,1,1,1,0.9,457,2,1
R,1,1,1,0.9,343,3,0
R,1,1,1,0.9,457,3,1
R,15,8,1,0.8,2507,-3,0
R,15,8,1,0.8,3155,-3,1
R,15,8,1,0.8,2375,-2,0
R,15,8,1,0.8,3057,-2,1
R,15,8,1,0.8,2263,-1,0
R,15,8,1,0.8,3109,-1,1
R,15,8,1,0.8,2254,-0.5,0
R,15,8,1,0.8,2953,-0.5,1
R,15,8,1,0.8,2278,0.5,0
R,15,8,1,0.8,2987,0.5,1
R,15,8,1,0.8,2320,1,0
R,15,8,1,0.8,2979,1,1
R,15,8,1,0.8,2384,2,0
R,15,8,1,0.8,2942,2,1
R,15,8,1,0.8,2451,3,0
R,15,8,1,0.8,2990,3,1
R,15,8,1,0.9,1423,-3,0
R,15,8,1,0.9,1950,-3,1
R,15,8,1,0.9,1385,-2,0
R,15,8,1,0.9,1920,-2,1
R,15,8,1,0.9,1364,-1,0
R,15,8,1,0.9,1954,-1,1
R,15,8,1,0.9,1336,-0.5,0
R,15,8,1,0.9,1829,-0.5,1
R,15,8,1,0.9,1396,0.5,0
R,15,8,1,0.9,1842,0.5,1
R,15,8,1,0.9,1440,1,0
R,15,8,1,0.9,1924,1,1
R,15,8,1,0.9,1507,2,0
R,15,8,1,0.9,1828,2,1
R,15,8,1,0.9,1577,3,0
R,15,8,1,0.9,1824,3,1
R,1,4,1,0.1,657,-3,0
R,1,4,1,0.1,659,-3,1
R,1,4,1,0.1,657,-2,0
R,1,4,1,0.1,659,-2,1
R,1,4,1,0.1,657,-1,0
R,1,4,1,0.1,659,-1,1
R,1,4,1,0.1,657,-0.5,0
R,1,4,1,0.1,659,-0.5,1
R,1,4,1,0.1,657,0.5,0
R,1,4,1,0.1,659,0.5,1
R,1,4,1,0.1,657,1,0
R,1,4,1,0.1,659,1,1
R,1,4,1,0.1,657,2,0
R,1,4,1,0.1,659,2,1
R,1,4,1,0.1,657,3,0
R,1,4,1,0.1,659,3,1
R,1,4,1,0.2,603,-3,0
R,1,4,1,0.2,630,-3,1
R,1,4,1,0.2,603,-2,0
R,1,4,1,0.2,619,-2,1
R,1,4,1,0.2,603,-1,0
R,1,4,1,0.2,628,-1,1
R,1,4,1,0.2,603,-0.5,0
R,1,4,1,0.2,630,-0.5,1
R,1,4,1,0.2,603,0.5,0
R,1,4,1,0.2,630,0.5,1
R,1,4,1,0.2,603,1,0
R,1,4,1,0.2,630,1,1
R,1,4,1,0.2,603,2,0
R,1,4,1,0.2,630,2,1
R,1,4,1,0.2,603,3,0
R,1,4,1,0.2,630,3,1
R,1,4,1,0.3,636,-3,0
R,1,4,1,0.3,650,-3,1
R,1,4,1,0.3,636,-2,0
R,1,4,1,0.3,650,-2,1
R,1,4,1,0.3,636,-1,0
R,1,4,1,0.3,654,-1,1
R,1,4,1,0.3,636,-0.5,0
R,1,4,1,0.3,654,-0.5,1
R,1,4,1,0.3,636,0.5,0
R,1,4,1,0.3,647,0.5,1
R,1,4,1,0.3,636,1,0
R,1,4,1,0.3,654,1,1
R,1,4,1,0.3,636,2,0
R,1,4,1,0.3,654,2,1
R,1,4,1,0.3,627,3,0
R,1,4,1,0.3,650,3,1
R,1,4,1,0.4,614,-3,0
R,1,4,1,0.4,648,-3,1
R,1,4,1,0.4,614,-2,0
R,1,4,1,0.4,648,-2,1
R,1,4,1,0.4,614,-1,0
R,1,4,1,0.4,640,-1,1
R,1,4,1,0.4,614,-0.5,0
R,1,4,1,0.4,648,-0.5,1
R,1,4,1,0.4,614,0.5,0
R,1,4,1,0.4,645,0.5,1
R,1,4,1,0.4,614,1,0
R,1,4,1,0.4,648,1,1
R,1,4,1,0.4,614,2,0
R,1,4,1,0.4,645,2,1
R,1,4,1,0.4,614,3,0
R,1,4,1,0.4,644,3,1
R,1,4,1,0.5,595,-3,0
R,1,4,1,0.5,627,-3,1
R,1,4,1,0.5,595,-2,0
R,1,4,1,0.5,630,-2,1
R,1,4,1,0.5,595,-1,0
R,1,4,1,0.5,627,-1,1
R,1,4,1,0.5,586,-0.5,0
R,1,4,1,0.5,631,-0.5,1
R,1,4,1,0.5,586,0.5,0
R,1,4,1,0.5,631,0.5,1
R,1,4,1,0.5,586,1,0
R,1,4,1,0.5,631,1,1
R,1,4,1,0.5,586,2,0
R,1,4,1,0.5,622,2,1
R,1,4,1,0.5,586,3,0
R,1,4,1,0.5,631,3,1
R,1,4,1,0.6,575,-3,0
R,1,4,1,0.6,628,-3,1
R,1,4,1,0.6,575,-2,0
R,1,4,1,0.6,643,-2,1
R,1,4,1,0.6,575,-1,0
R,1,4,1,0.6,636,-1,1
R,1,4,1,0.6,575,-0.5,0
R,1,4,1,0.6,643,-0.5,1
R,1,4,1,0.6,589,0.5,0
R,1,4,1,0.6,639,0.5,1
R,1,4,1,0.6,589,1,0
R,1,4,1,0.6,643,1,1
R,1,4,1,0.6,589,2,0
R,1,4,1,0.6,627,2,1
R,1,4,1,0.6,586,3,0
R,1,4,1,0.6,634,3,1
R,1,4,1,0.7,569,-3,0
R,1,4,1,0.7,676,-3,1
R,1,4,1,0.7,569,-2,0
R,1,4,1,0.7,674,-2,1
R,1,4,1,0.7,569,-1,0
R,1,4,1,0.7,676,-1,1
R,1,4,1,0.7,569,-0.5,0
R,1,4,1,0.7,669,-0.5,1
R,1,4,1,0.7,569,0.5,0
R,1,4,1,0.7,662,0.5,1
R,1,4,1,0.7,569,1,0
R,1,4,1,0.7,676,1,1
R,1,4,1,0.7,569,2,0
R,1,4,1,0.7,676,2,1
R,1,4,1,0.7,569,3,0
R,1,4,1,0.7,676,3,1
R,1,5,1,0.1,294,-3,0
R,1,5,1,0.1,294,-3,1
R,1,5,1,0.1,294,-2,0
R,1,5,1,0.1,294,-2,1
R,1,5,1,0.1,294,-1,0
R,1,5,1,0.1,294,-1,1
R,1,5,1,0.1,294,-0.5,0
R,1,5,1,0.1,294,-0.5,1
R,1,5,1,0.1,294,0.5,0
R,1,5,1,0.1,294,0.5,1
R,1,5,1,0.1,294,1,0
R,1,5,1,0.1,294,1,1
R,1,5,1,0.1,294,2,0
R,1,5,1,0.1,294,2,1
R,1,5,1,0.1,294,3,0
R,1,5,1,0.1,294,3,1
R,1,5,1,0.2,293,-3,0
R,1,5,1,0.2,293,-3,1
R,1,5,1,0.2,293,-2,0
R,1,5,1,0.2,293,-2,1
R,1,5,1,0.2,293,-1,0
R,1,5,1,0.2,293,-1,1
R,1,5,1,0.2,293,-0.5,0
R,1,5,1,0.2,293,-0.5,1
R,1,5,1,0.2,293,0.5,0
R,1,5,1,0.2,293,0.5,1
R,1,5,1,0.2,293,1,0
R,1,5,1,0.2,293,1,1
R,1,5,1,0.2,293,2,0
R,1,5,1,0.2,293,2,1
R,1,5,1,0.2,293,3,0
R,1,5,1,0.2,293,3,1
R,1,5,1,0.3,291,-3,0
R,1,5,1,0.3,287,-3,1
R,1,5,1,0.3,291,-2,0
R,1,5,1,0.3,287,-2,1
R,1,5,1,0.3,291,-1,0
R,1,5,1,0.3,287,-1,1
R,1,5,1,0.3,291,-0.5,0
R,1,5,1,0.3,287,-0.5,1
R,1,5,1,0.3,291,0.5,0
R,1,5,1,0.3,292,0.5,1
R,1,5,1,0.3,292,1,0
R,1,5,1,0.3,292,1,1
R,1,5,1,0.3,287,2,0
R,1,5,1,0.3,292,2,1
R,1,5,1,0.3,287,3,0
R,1,5,1,0.3,292,3,1
R,1,5,1,0.4,292,-3,0
R,1,5,1,0.4,297,-3,1
R,1,5,1,0.4,292,-2,0
R,1,5,1,0.4,297,-2,1
R,1,5,1,0.4,297,-1,0
R,1,5,1,0.4,297,-1,1
R,1,5,1,0.4,290,-0.5,0
R,1,5,1,0.4,297,-0.5,1
R,1,5,1,0.4,290,0.5,0
R,1,5,1,0.4,297,0.5,1
R,1,5,1,0.4,290,1,0
R,1,5,1,0.4,297,1,1
R,1,5,1,0.4,292,2,0
R,1,5,1,0.4,297,2,1
R,1,5,1,0.4,292,3,0
R,1,5,1,0.4,297,3,1
R,1,5,1,0.5,295,-3,0
R,1,5,1,0.5,295,-3,1
R,1,5,1,0.5,295,-2,0
R,1,5,1,0.5,295,-2,1
R,1,5,1,0.5,295,-1,0
R,1,5,1,0.5,295,-1,1
R,1,5,1,0.5,292,-0.5,0
R,1,5,1,0.5,292,-0.5,1
R,1,5,1,0.5,292,0.5,0
R,1,5,1,0.5,295,0.5,1
R,1,5,1,0.5,292,1,0
R,1,5,1,0.5,295,1,1
R,1,5,1,0.5,292,2,0
R,1,5,1,0.5,295,2,1
R,1,5,1,0.5,295,3,0
R,1,5,1,0.5,295,3,1
R,1,5,1,0.6,288,-3,0
R,1,5,1,0.6,288,-3,1
R,1,5,1,0.6,288,-2,0
R,1,5,1,0.6,288,-2,1
R,1,5,1,0.6,282,-1,0
R,1,5,1,0.6,288,-1,1
R,1,5,1,0.6,282,-0.5,0
R,1,5,1,0.6,288,-0.5,1
R,1,5,1,0.6,288,0.5,0
R,1,5,1,0.6,288,0.5,1
R,1,5,1,0.6,288,1,0
R,1,5,1,0.6,288,1,1
R,1,5,1,0.6,288,2,0
R,1,5,1,0.6,288,2,1
R,1,5,1,0.6,288,3,0
R,1,5,1,0.6,288,3,1
R,1,5,1,0.7,298,-3,0
R,1,5,1,0.7,299,-3,1
R,1,5,1,0.7,298,-2,0
R,1,5,1,0.7,299,-2,1
R,1,5,1,0.7,298,-1,0
R,1,5,1,0.7,299,-1,1
R,1,5,1,0.7,295,-0.5,0
R,1,5,1,0.7,299,-0.5,1
R,1,5,1,0.7,298,0.5,0
R,1,5,1,0.7,299,0.5,1
R,1,5,1,0.7,299,1,0
R,1,5,1,0.7,299,1,1
R,1,5,1,0.7,299,2,0
R,1,5,1,0.7,299,2,1
R,1,5,1,0.7,299,3,0
R,1,5,1,0.7,299,3,1
R,1,5,1,0.8,295,-3,0
R,1,5,1,0.8,295,-3,1
R,1,5,1,0.8,295,-2,0
R,1,5,1,0.8,295,-2,1
R,1,5,1,0.8,294,-1,0
R,1,5,1,0.8,295,-1,1
R,1,5,1,0.8,295,-0.5,0
R,1,5,1,0.8,295,-0.5,1
R,1,5,1,0.8,295,0.5,0
R,1,5,1,0.8,295,0.5,1
R,1,5,1,0.8,289,1,0
R,1,5,1,0.8,295,1,1
R,1,5,1,0.8,290,2,0
R,1,5,1,0.8,294,2,1
R,1,5,1,0.8,290,3,0
R,1,5,1,0.8,295,3,1
R,1,5,1,0.9,283,-3,0
R,1,5,1,0.9,277,-3,1
R,1,5,1,0.9,278,-2,0
R,1,5,1,0.9,277,-2,1
R,1,5,1,0.9,279,-1,0
R,1,5,1,0.9,286,-1,1
R,1,5,1,0.9,266,-0.5,0
R,1,5,1,0.9,286,-0.5,1
R,1,5,1,0.9,266,0.5,0
R,1,5,1,0.9,284,0.5,1
R,1,5,1,0.9,272,1,0
R,1,5,1,0.9,284,1,1
R,1,5,1,0.9,272,2,0
R,1,5,1,0.9,280,2,1
R,1,5,1,0.9,272,3,0
R,1,5,1,0.9,286,3,1
R,1,4,1,0.8,587,-3,0
R,1,4,1,0.8,657,-3,1
R,1,4,1,0.8,587,-2,0
R,1,4,1,0.8,657,-2,1
R,1,4,1,0.8,587,-1,0
R,1,4,1,0.8,657,-1,1
R,1,4,1,0.8,587,-0.5,0
R,1,4,1,0.8,657,-0.5,1
R,1,4,1,0.8,590,0.5,0
R,1,4,1,0.8,656,0.5,1
R,1,4,1,0.8,590,1,0
R,1,4,1,0.8,657,1,1
R,1,4,1,0.8,590,2,0
R,1,4,1,0.8,656,2,1
R,1,4,1,0.8,586,3,0
R,1,4,1,0.8,655,3,1
R,1,4,1,0.9,536,-3,0
R,1,4,1,0.9,663,-3,1
R,1,4,1,0.9,536,-2,0
R,1,4,1,0.9,663,-2,1
R,1,4,1,0.9,536,-1,0
R,1,4,1,0.9,650,-1,1
